system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,agbd,bsi,class,dem,evi,mndwi,ndbi,ndvi,slope,.geo
191,0.02398076320234411,0.11615103736401083,0.05363755642095717,0.02363285237773063,0.035915488163571214,0.021403402924520837,0.06115778156022973,0.16337763818658788,0.19929905994293423,0.20402231052001488,0.21851634014799062,0.22534165073315252,98.530952,-0.24057717749880758,1,1219.0531,0.3880191265277851,-0.5387022,-0.27049303,0.8105916,17.970108,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,0.04043178845500996,0.18069701244699654,0.08290705826755773,0.03741447431988864,0.052616550164880295,0.03509245228051262,0.08820385835849386,0.21942269543284254,0.26586017085396535,0.27097705859595295,0.29690779207293655,0.30142518716880273,105.95230194357896,-0.21079514528546267,1,491.70483,0.4792910926953587,-0.5671732,-0.2373048,0.7750759,11.255119,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,0.04715059479064019,0.23051265048207012,0.12653800791644354,0.04637957565420994,0.06427182195978882,0.057612697927902856,0.11195868343963608,0.23809981377598421,0.284550278493237,0.2882198159189875,0.31917534040534135,0.316133843765015,87.55994415283203,-0.11033603342210395,1,122.89676,0.4742367392821275,-0.5748425,-0.13128859,0.65063584,15.219477,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,0.04021650589306755,0.17306641316380927,0.08068596344805985,0.0390186329995756,0.058026631483893504,0.03706153957410552,0.0944709217773855,0.23447511086274336,0.27936969994681426,0.2844302482666064,0.31147339464456314,0.31500841638070143,119.2679433702469,-0.21110035073518787,1,459.33875,0.4991337760343802,-0.5024378,-0.24424332,0.7702444,19.48968,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,0.034950142127921156,0.18938267781180043,0.08506127198542975,0.0334189715953603,0.054239467508883143,0.03619076846838108,0.09734337299184022,0.23018460908250465,0.27901531887513487,0.28212353978658056,0.3118892733084867,0.3119895847148751,165.48121252503478,-0.2180921207655106,1,132.12898,0.512859741528611,-0.5635884,-0.24894243,0.773136,16.141449,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,0.03868019941515835,0.18585258879790487,0.08734368902046818,0.03606448330379913,0.05447040948354194,0.03386514698221991,0.09502316072982886,0.2112090321661113,0.2537741561160652,0.26120542971227284,0.2831204704280496,0.28064951478643385,134.0715353139002,-0.17532431094068382,1,194.4473,0.4615850272584605,-0.55575335,-0.20360014,0.77166545,9.797728,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,0.038314260385089505,0.14822952353824706,0.07028279189135163,0.036471243943352945,0.05137713140190826,0.03169546140396279,0.08236036875031197,0.22395536288653303,0.2741400924358282,0.27760975965522233,0.29954927899128264,0.30650074742106237,151.35140991210938,-0.25428251906125504,1,498.55432,0.5041681993295545,-0.5098764,-0.28788453,0.8062086,18.472452,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,0.05410924972776421,0.21919289522398952,0.10540743494839849,0.052902239055424176,0.07322701000066607,0.04923503589241685,0.11627713556194752,0.2742788846472226,0.3289077093158871,0.33291492680643475,0.361296713196404,0.3563990745722229,118.522003,-0.20472882863434946,1,307.8916,0.573045135232422,-0.5135294,-0.23317316,0.7522,30.256018,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,0.03934554034055616,0.17470262739706438,0.08041895478373713,0.03605785328307901,0.051974629771122736,0.03188985476514925,0.08639722593982695,0.22957292384531236,0.28704616276961187,0.2909734243157497,0.31864314859573106,0.3173755363002814,142.8341031195958,-0.2159344559209253,1,195.89232,0.5241364185882774,-0.54741126,-0.24129033,0.8032472,22.57866,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,0.043301350812915085,0.1872622853649411,0.08724569786638878,0.0395027896468831,0.057391833537161145,0.037741012119086405,0.09690959174493302,0.23465647955091523,0.28828206457666555,0.2923029589621999,0.32025863716297925,0.3143480999877429,87.678223,-0.2220875366030743,1,195.48027,0.5244324521718514,-0.5373433,-0.2531562,0.78151226,11.2943325,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,0.03434120007153934,0.17134215404060923,0.07963476032521144,0.03254058802684954,0.05358176625336915,0.033136599152320874,0.09262461054294097,0.22875658164055754,0.27775369493796925,0.2872442139949015,0.3100142585464179,0.32304788157983577,219.48450883018904,-0.23125253475817112,1,442.72678,0.5001094159655083,-0.5373438,-0.26774698,0.7983247,22.792591,"{""type"":""MultiPoint"",""coordinates"":[]}"
202,0.03453453210558116,0.182075045157011,0.08561558987396428,0.034983666751727406,0.051137478871972356,0.03540806168291807,0.08489948585706744,0.20278360613571922,0.25084106138300244,0.26171626167879486,0.28281330805285626,0.2733466181894246,141.43728194805354,-0.16644269311734042,1,168.2785,0.4569971814320082,-0.5591038,-0.19267909,0.76375693,16.829714,"{""type"":""MultiPoint"",""coordinates"":[]}"
203,0.04720981985503775,0.23052475954954163,0.10514945534107689,0.045825700365079595,0.06780185927518984,0.04331993920621927,0.11351980143841324,0.29030137402845924,0.3540737222094024,0.35685911530238196,0.38926981137536226,0.38297648052177563,118.522003,-0.2273699465065431,1,346.80206,0.6100829285619235,-0.5634367,-0.25337762,0.80882937,16.757133,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,0.02919893611731114,0.1276612796906795,0.05584689390933926,0.027441238415138108,0.04188156909112567,0.023725117249792,0.06827003732503244,0.18939329863834034,0.23266372255986045,0.23303212594170997,0.2569050242241257,0.25883230809764796,403.9331871706196,-0.2593928572976263,1,755.8608,0.4441994442738784,-0.5018526,-0.29016954,0.807821,16.617016,"{""type"":""MultiPoint"",""coordinates"":[]}"
205,0.03468338425714285,0.14384220848822254,0.06683211082147758,0.03365803126107945,0.04768271406263443,0.028575103016592565,0.07495142174830367,0.21249730849532597,0.2645749146987683,0.2646495148153788,0.2925939097631921,0.2917837307055855,210.59620038262838,-0.2464781102144292,1,500.15396,0.49305625118294943,-0.5082891,-0.2738723,0.80237275,7.8637643,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,0.04553123264212527,0.18143247531719145,0.08888292780193453,0.04564866385498724,0.06204993964666298,0.04214217645748047,0.09433251587027049,0.22355636841158275,0.27009899488651196,0.28085256875248243,0.30265481910848496,0.2946318594538089,198.72936307423961,-0.18995039077650566,1,299.8543,0.49073218852316486,-0.5154962,-0.2200392,0.754299,23.143084,"{""type"":""MultiPoint"",""coordinates"":[]}"
207,0.02596873753090722,0.13688866826481677,0.06117052590665371,0.027895050416011716,0.04489882276242704,0.024990633049801373,0.07622923003777042,0.2111227583837989,0.25845115220601306,0.2643901752667202,0.2823225560036254,0.29494993032746236,136.6947921281778,-0.27755019777872675,1,868.49506,0.49323174381962387,-0.5134264,-0.30896598,0.83134776,22.17416,"{""type"":""MultiPoint"",""coordinates"":[]}"
208,0.03824449747132083,0.17098399803130693,0.07872622532174871,0.03589732974905359,0.05362729441958705,0.0364632248918843,0.08983508936279232,0.21761533504397068,0.2632367081080922,0.27075208897495684,0.29908427151272404,0.29058881478352355,81.59373474121094,-0.21636709966179768,1,217.90271,0.47929657130505576,-0.5283046,-0.24924262,0.7661243,9.746803,"{""type"":""MultiPoint"",""coordinates"":[]}"
209,0.04299480253163034,0.18637218879658315,0.08927581339611397,0.039609096068786556,0.05617075862188111,0.04406559808276852,0.09757062562424466,0.21141806443287295,0.26055576959390925,0.2638959905454384,0.29618073143509455,0.29846596144410964,204.02685167012922,-0.1822999600291494,1,284.72058,0.45948885500189446,-0.5597563,-0.21556093,0.7265868,16.453205,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,0.03370906322384795,0.1575500073740958,0.07175020530793438,0.03229871683599086,0.0478211401829012,0.030097514933853257,0.08200327930234635,0.19707920487373864,0.2405150873091402,0.244980994440749,0.27072837199122807,0.2715515948144024,182.63907157947847,-0.20204238735603924,1,447.49078,0.43781698301929695,-0.5427874,-0.23498103,0.7866297,24.728458,"{""type"":""MultiPoint"",""coordinates"":[]}"
211,0.033142215674392905,0.17497274285262523,0.08193378251712122,0.030560203801426933,0.04684298464675502,0.03295244793386155,0.08381112187384765,0.19470098514861423,0.23451834322322643,0.24280500752564502,0.26969418923441185,0.26878731605537376,53.84049606323242,-0.1383133106808857,1,58.69187,0.4221508201805429,-0.57373977,-0.16637693,0.7494977,12.968633,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,0.0262432082073849,0.1547922673356484,0.07003161883755246,0.027939716889986605,0.04592954799642185,0.02886964851911595,0.08174249523551352,0.19659902703556936,0.24243469735112827,0.25164911146645114,0.2721445770943824,0.2708129751738487,72.63026428222656,-0.21580464534985958,1,311.4926,0.44788808801696184,-0.5455418,-0.25092837,0.7983985,21.65643,"{""type"":""MultiPoint"",""coordinates"":[]}"
213,0.023949214288814788,0.1578227942614858,0.07207444036703237,0.025522436508291047,0.045133941290938936,0.0259169683600318,0.0802220337001626,0.23262189936866243,0.2884950458727103,0.3025204917511827,0.3193280585183004,0.30005282671585687,171.822083,-0.2727045664859906,1,1052.9327,0.5423451052901551,-0.563391,-0.30516595,0.84329844,20.81143,"{""type"":""MultiPoint"",""coordinates"":[]}"
214,0.03276905935297391,0.2125140766451378,0.09313794752524827,0.03408918287796257,0.0567666527810344,0.034443075969479556,0.10440254322656166,0.22360742918545307,0.2729544123028442,0.2819543402371901,0.30715629655993054,0.30488712529042405,222.54624817867006,-0.19750116324576192,1,86.98634,0.5095152301036935,-0.5869943,-0.22021127,0.8241883,23.26957,"{""type"":""MultiPoint"",""coordinates"":[]}"
215,0.037805110515476026,0.1606685158013607,0.0732508505127933,0.03761090397138665,0.05341649562403148,0.03168431337263395,0.086957588515749,0.23737788975472743,0.2946456392366085,0.3018772681097772,0.324689519590556,0.3200929926097479,230.279053,-0.25748416125819834,1,626.11365,0.553970658343579,-0.49862993,-0.28974688,0.80580556,28.63926,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,0.03675741713224864,0.21104895923281872,0.11457141081678525,0.040590761863137245,0.060428559091085306,0.05690939041907557,0.11082229908451863,0.2161703213854434,0.255473690959734,0.2690404838705883,0.2925162303534531,0.285248895471846,106.144623,-0.0976116991663535,1,723.9979,0.42396517815377044,-0.5615102,-0.13549142,0.65600324,37.289032,"{""type"":""MultiPoint"",""coordinates"":[]}"
217,0.029400013766793753,0.16736012906745393,0.07843056720218308,0.029740889800355573,0.045003930635685405,0.02758364617324244,0.07644619806931294,0.19463026460682656,0.23384063668184002,0.2465511646764345,0.26522712722306124,0.2582964825734165,108.89979899066263,-0.17791946302855927,1,288.1777,0.44047812018930055,-0.57579964,-0.20225501,0.80422497,17.078556,"{""type"":""MultiPoint"",""coordinates"":[]}"
218,0.041438775080974155,0.1736080636081909,0.0810812962761565,0.036001532892776175,0.054325565526633,0.039861485686917726,0.09207715478593063,0.2144491837911724,0.261439694912432,0.2685617611740572,0.29168230055080846,0.2759625500485494,87.739769,-0.23445180009751862,1,193.04887,0.48786250244475887,-0.5475732,-0.2668142,0.73661757,7.5663886,"{""type"":""MultiPoint"",""coordinates"":[]}"
219,0.03353013035013124,0.18761544098353342,0.08836287718731772,0.033425657513078535,0.05139226184896398,0.03395633445899498,0.08920737785022169,0.2121101927754391,0.25737488749054716,0.26676467146454674,0.29152178220585895,0.28362830248142706,187.271729,-0.18197139669194182,1,241.03902,0.474218822395693,-0.57839876,-0.20679273,0.7931467,16.390427,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,0.03996582183194213,0.19864239370374434,0.09864999185770858,0.040139001289711464,0.05663780842815712,0.03821029479349371,0.09203512848944177,0.22934214690788574,0.2758158108279147,0.2845182544713949,0.3074228779711036,0.30412523813330433,320.403748,-0.1761552785500224,1,322.40918,0.5007026574699253,-0.56470335,-0.20122537,0.765887,25.88516,"{""type"":""MultiPoint"",""coordinates"":[]}"
221,0.04479174289314208,0.18248794712758093,0.08294741718018186,0.04279477230546928,0.06107112835878624,0.03845714952121048,0.09515721019297917,0.2521116306480134,0.30592520859782185,0.31020122899649677,0.34310687889242286,0.340171422607716,169.023132,-0.24196649424183547,1,153.26851,0.5471462536844802,-0.4956031,-0.2751119,0.78787845,19.164389,"{""type"":""MultiPoint"",""coordinates"":[]}"
222,0.0402846949840246,0.1776697880429803,0.08434190594291786,0.03940822899935527,0.054125753088032864,0.03711996555905793,0.08930705734109885,0.2041343574401077,0.24572183478236803,0.25737443127185977,0.276037961039431,0.28012126115891023,110.167831,-0.19119924365150961,1,403.39703,0.45731082962824976,-0.5392852,-0.22151056,0.75712794,27.1215,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,0.03706275040548803,0.1924062769056648,0.09268957752780191,0.03921475620742244,0.05880194852002888,0.041014444550348896,0.10287637178640503,0.24122022200011214,0.28355723891054546,0.2806746865690872,0.31858694111311764,0.325038379690316,88.244522,-0.19090129759835392,1,164.89032,0.48109854048998696,-0.5686201,-0.21854897,0.72899294,17.155664,"{""type"":""MultiPoint"",""coordinates"":[]}"
224,0.03390323728597897,0.18960454660927142,0.08970504376568461,0.033117709432910335,0.050184683594832774,0.035058158952445614,0.08814481643226832,0.20987070981126452,0.25297757615431193,0.2647856014791894,0.28847911619011246,0.2917334903634998,277.6121829217367,-0.15433016128832705,1,306.6948,0.44679443849351597,-0.5770773,-0.18796197,0.7701705,20.205957,"{""type"":""MultiPoint"",""coordinates"":[]}"
225,0.03144519142458615,0.14430900613640477,0.0693914664307679,0.03177059325832304,0.0474823355769905,0.029092582718666618,0.0806673297220335,0.21132632821545294,0.2544848159935627,0.2595930277840779,0.2754550422203302,0.27602277443304774,110.44894409179688,-0.2514559308962638,1,1218.8845,0.47258448044436113,-0.49974608,-0.2854013,0.80154264,25.199545,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,0.02824658715112789,0.1201913507808337,0.052056862224179594,0.027121666451760933,0.041109981567845316,0.022765493376499968,0.06761057325653783,0.18658986839234498,0.2307645087286717,0.2351752711989025,0.25260815742415926,0.25324917610081177,240.93190002441406,-0.27915281546179,1,774.43604,0.4496379339479951,-0.5017512,-0.3131976,0.823016,13.097742,"{""type"":""MultiPoint"",""coordinates"":[]}"
227,0.03840595351401228,0.20380267125644005,0.09768792171601623,0.04114303364841688,0.05978653549254912,0.03787769371060052,0.09226585370993094,0.22732307689140266,0.27325945913180694,0.28576149884101476,0.30475801547076625,0.3002275827136907,157.528946,-0.15698041348792738,1,213.66934,0.5072533521500459,-0.57178277,-0.17663638,0.7974512,23.259052,"{""type"":""MultiPoint"",""coordinates"":[]}"
228,0.05008237683869705,0.2241054670958605,0.10389668795643035,0.04572950303443915,0.06394188306066247,0.03971691830007348,0.10564139383224559,0.30594918501992874,0.37342519150360487,0.3706213860418217,0.4056407947555347,0.40566192054502626,95.87786953845253,-0.22442017070568437,1,367.01218,0.6511765315312631,-0.5526436,-0.24906653,0.81348956,30.167778,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,0.03690272317382367,0.1468695636896501,0.0688888066210832,0.035754809370705014,0.04823176576286359,0.029528300391984088,0.07496808234606471,0.20231266088164718,0.25071168006764377,0.25360231439414044,0.2779196621261961,0.28724970687787044,215.3531495460279,-0.2268914863466529,1,404.90045,0.4687594269274865,-0.5031468,-0.25591302,0.78042793,7.8997846,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,0.04362409856819626,0.16983476198183983,0.08214828294833737,0.039578840948908664,0.05468189161392899,0.03594468781090292,0.08682688881800071,0.23177758599549303,0.28493536690700316,0.28888265118148426,0.3142434428122665,0.3108510035274509,197.00776837028562,-0.2195784872321073,1,651.9023,0.5171754006982037,-0.5339556,-0.24950732,0.7817663,16.301088,"{""type"":""MultiPoint"",""coordinates"":[]}"
231,0.03798408934633655,0.17199009156614142,0.07907707082839929,0.038278921801642,0.05523214579290467,0.038331540752607834,0.09171364691362424,0.19239710578127503,0.23161827080040706,0.24171573221477177,0.2628560662840055,0.2830055512506545,122.487221,-0.17600455395829087,1,431.9077,0.41966897780019025,-0.5424639,-0.20671466,0.7428933,16.363363,"{""type"":""MultiPoint"",""coordinates"":[]}"
232,0.026059564877584613,0.1121415506917,0.04640619370685929,0.023530892368117267,0.035677472440712496,0.020988663142768073,0.06038667159322231,0.1705955885574412,0.21496896305094215,0.22304427823086834,0.23822972814998122,0.2460329127080899,329.2445076225417,-0.290747006816595,1,970.90424,0.4327285499018052,-0.5116257,-0.3260226,0.8197381,18.876642,"{""type"":""MultiPoint"",""coordinates"":[]}"
233,0.03404536831180117,0.17371361981367206,0.08111075094038414,0.033610001380638785,0.04981876530679402,0.03245943577891951,0.08310557308182591,0.20030447903528958,0.2465251514914667,0.25217223902437563,0.27859738088398756,0.2748539507450517,441.7518055928803,-0.1951921768691288,1,242.3629,0.4458905616910341,-0.57740813,-0.2223991,0.7928604,17.511696,"{""type"":""MultiPoint"",""coordinates"":[]}"
234,0.04529566318437238,0.17398564217255091,0.08325811126249551,0.04242994357256011,0.056225193049391706,0.0389806099571047,0.08982892159922747,0.20677496461619674,0.2499650820825272,0.2560021048184776,0.281012601377761,0.28240864395872617,243.97791822043516,-0.16544017668086633,1,316.80286,0.44534816812654304,-0.52724653,-0.19079337,0.74924695,20.118206,"{""type"":""MultiPoint"",""coordinates"":[]}"
235,0.042240996661317864,0.17024157166238557,0.08116798122194167,0.03889037273979973,0.05263370687527706,0.03521969136246581,0.08459328207747462,0.22813824049759143,0.2786570052126173,0.2836806663251975,0.3080090011541803,0.31502858065819256,232.80809793698677,-0.21763112487587474,1,431.47025,0.503276506516366,-0.53527665,-0.24837783,0.7881507,21.015587,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,0.022404660477389614,0.12062978039632342,0.053453357552246235,0.022260318186617608,0.03652029249745006,0.02128513529984944,0.06418266527840566,0.17006250855589355,0.20543500894015695,0.21345439686868395,0.2287477613284773,0.22950984947490785,294.184021,-0.24223763445236812,1,1180.0151,0.40203659431524025,-0.5479014,-0.2727192,0.8231534,9.596986,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,0.035231700485794,0.18354180206415946,0.09403554285596118,0.03578166002746523,0.05184947271736923,0.03717966038385051,0.08575767210025284,0.19445544878704085,0.23342350239418963,0.243612592429963,0.2632618612652539,0.25997503349370854,155.848495,-0.11752559474348251,1,340.18542,0.41110890465574906,-0.5666304,-0.14546847,0.7309973,17.861376,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,0.03820903587801934,0.19519027482856433,0.09754959653246058,0.03792524949690086,0.05534587111314862,0.043387534073548506,0.09309535787110292,0.20542024148206042,0.24755399901126723,0.2583203480709856,0.28018990552758777,0.2780339002349878,260.984222,-0.14584117375196717,1,173.36136,0.44119117868420843,-0.5592003,-0.17082272,0.7288342,13.484098,"{""type"":""MultiPoint"",""coordinates"":[]}"
239,0.03940315933019498,0.19638426354518657,0.08794266547042796,0.03755871633840608,0.05660838909725355,0.03497876534043304,0.09637566181690911,0.2177352526923169,0.2678622745500114,0.27540321448916444,0.2990017650662451,0.29340057603836767,105.989113,-0.2123652823166007,1,179.31273,0.4993335797146499,-0.5650592,-0.23843512,0.78392386,4.5004425,"{""type"":""MultiPoint"",""coordinates"":[]}"
240,0.034065216560451375,0.1407657173183458,0.06671482707665713,0.03144615802744705,0.04447708808185243,0.026455860077348296,0.07154667484663306,0.20035018967916993,0.24881241083649586,0.24819008675715756,0.27418590961900025,0.27682406614195304,223.19281005859375,-0.2442710491198516,1,493.6067,0.4650498795855039,-0.5124402,-0.27375624,0.8020647,11.809032,"{""type"":""MultiPoint"",""coordinates"":[]}"
241,0.03264726304897055,0.14825493852913002,0.07145332443655174,0.033614008780607045,0.049561871118902416,0.02996885617842548,0.08149348295128545,0.21917513090243934,0.2686879726670876,0.2701800815744454,0.29513347991559225,0.29206231637052554,268.6442814572513,-0.2464127517351016,1,673.02094,0.4945088068191533,-0.5135134,-0.27569568,0.8030061,20.328562,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,0.04960087185221647,0.22948282279187263,0.14652655888044006,0.04661512133579928,0.059824757999592464,0.05752827083993383,0.10139328987159835,0.18382301022041933,0.22114126386682395,0.22452785789531343,0.2545832248801522,0.2469863551979859,93.66090554046482,-0.007976203537703612,1,221.39973,0.35512615123788904,-0.5854841,-0.020404108,0.57978344,7.55518,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,0.03657099710804695,0.19078334394847352,0.09406071841062769,0.037026175464559885,0.054378244103091375,0.04013137774632657,0.0909030546138203,0.19379975347496387,0.23471996473828013,0.24507901238651042,0.2642688171945856,0.26887790325581085,199.858109,-0.15017058647424372,1,361.4558,0.4216698439400514,-0.5813451,-0.18030107,0.745301,30.151848,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,0.042685546234567134,0.19395811076401062,0.0991664012661019,0.04363973240895302,0.06051745068386687,0.04935608555760085,0.10008531047382507,0.2097544818095493,0.2501668846506851,0.25659293139521594,0.2788994930642418,0.2826444466693503,243.56813049316406,-0.14571915980647565,1,416.54642,0.4363404876521948,-0.52780926,-0.17639299,0.7024895,28.846205,"{""type"":""MultiPoint"",""coordinates"":[]}"
245,0.034616503297477924,0.1860154281898599,0.08628006330069515,0.03330928888071222,0.05109785905930967,0.03174937441101208,0.0862862906595511,0.20573697568775942,0.2543146716666564,0.2595988874698924,0.2822368741617653,0.27579105940421605,300.5466003417969,-0.1800408766554642,1,113.32625,0.4652202979473058,-0.57615966,-0.20352106,0.7719661,22.394367,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,0.04517712492122133,0.17688705504419,0.08670027611255128,0.04454464337269233,0.059318574887809415,0.03864394663284801,0.09156906831354733,0.22546828891016021,0.273384204654831,0.28183109774404047,0.3017622015678962,0.2972498314137693,162.389618,-0.20413912589532002,1,426.39896,0.49019749865971995,-0.51199645,-0.23673719,0.75962836,30.882366,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,0.03905148027419438,0.1960024423651868,0.09522093997303986,0.03950754074109643,0.05441784179526246,0.04065256981160994,0.09050979004234677,0.19446286704139323,0.22515489161001648,0.23228316930200177,0.2562447685973258,0.26653754824054476,168.38414329226663,-0.08804136466424536,1,530.5911,0.38143672914954835,-0.58512276,-0.1130856,0.73525757,15.450834,"{""type"":""MultiPoint"",""coordinates"":[]}"
248,0.05086904873282473,0.21641023892116942,0.11379432172850629,0.0498730747065729,0.06778881333434807,0.05641434402284339,0.11426363021153085,0.2276060152652383,0.2728066577206732,0.27970757306815036,0.3081311171271084,0.3050951898776298,121.27933502197266,-0.12235163528439327,1,371.6513,0.45502746537245164,-0.53957736,-0.15800436,0.672149,27.027811,"{""type"":""MultiPoint"",""coordinates"":[]}"
249,0.04392752459930515,0.2058208422596498,0.10056810358964194,0.04129173001572903,0.05846829601979304,0.043432479702374495,0.09890326908769528,0.22368559070309357,0.273249727605573,0.2771195818038767,0.3064455914614556,0.30219583425461105,138.436615,-0.157645289844238,1,109.20019,0.4917229935613072,-0.5620374,-0.17992465,0.7292584,30.55521,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,0.036048381587552226,0.19690415448361914,0.09414138607442438,0.03403018481418457,0.053550892357872956,0.037159225504405216,0.08944177635090379,0.19627601411579385,0.23493977145688605,0.2402180276614657,0.26285428851698445,0.2606741289330582,119.59819162025025,-0.090682816266631,1,63.198196,0.4243636362513475,-0.57682973,-0.105898954,0.7446315,6.5362844,"{""type"":""MultiPoint"",""coordinates"":[]}"
251,0.034984072205199855,0.16524455138753483,0.07689246198256555,0.033389806069771114,0.050337586823622285,0.03070350668640269,0.08240229961415212,0.22839668856527093,0.2860453564038736,0.28897352751878636,0.3153095995691738,0.3138849498179526,382.8044102908848,-0.23462597861631942,1,426.71283,0.5217656880093153,-0.5524796,-0.2640921,0.8110727,17.079214,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,0.04362183485120276,0.21794826384801017,0.10438251312339039,0.04789822799768276,0.06551354422122121,0.04299574501463053,0.09803305874930783,0.24400370560579265,0.29115124727065517,0.3061081369855699,0.32331819426618846,0.3094389798675124,157.528946,-0.16075493825803389,1,216.22554,0.5374550532030261,-0.5501514,-0.18235175,0.7857501,26.75061,"{""type"":""MultiPoint"",""coordinates"":[]}"
253,0.03658762875746978,0.1882991052938802,0.09062334466933915,0.0368543163711772,0.05257574616001184,0.041171418556175336,0.0930301769229837,0.20419270376729778,0.24890379563177623,0.25766228271960995,0.2829413359088843,0.28107867862526176,259.7665795112039,-0.1613243546889658,1,397.50107,0.44304427825562964,-0.5874711,-0.19709699,0.7404154,18.603365,"{""type"":""MultiPoint"",""coordinates"":[]}"
254,0.03405082417616678,0.13563326227927552,0.060219935113090234,0.03327816569765814,0.047796177488201926,0.026921718999314552,0.07560936215553825,0.21378746841052196,0.2682476027754576,0.26918594449288186,0.29370359967968823,0.2932561199749594,251.11524963378906,-0.2714449214059672,1,515.3965,0.5007086313057114,-0.50504756,-0.30177236,0.81989115,14.701305,"{""type"":""MultiPoint"",""coordinates"":[]}"
255,0.029446894868610497,0.13351389170533348,0.06048240532402748,0.02778746520370153,0.04105713242932399,0.024242881310913518,0.06781657862576379,0.19221171031816922,0.24009855288981258,0.24165452000897558,0.26513157386696795,0.2657203154174503,361.842896,-0.24854340714913886,1,518.1044,0.45644780544749647,-0.5360862,-0.2756577,0.81461304,4.817705,"{""type"":""MultiPoint"",""coordinates"":[]}"
256,0.027718735700654668,0.14469465928237837,0.06502459472084524,0.02967756010083386,0.04858077612793344,0.027103215733542775,0.08442344515312514,0.2311219242595556,0.2835555325056922,0.2894739014277712,0.30906843648068816,0.3064536133050577,124.510239,-0.2857546016269834,1,906.1512,0.5290615135055498,-0.5085858,-0.31864414,0.83399,23.752771,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,0.029793542721978133,0.14024367705450277,0.06487440566763866,0.03166734156417465,0.0473445198531859,0.027513058327553217,0.07917385340869718,0.20723969553281135,0.25729619136105203,0.26092123568515097,0.2834900668544537,0.2828291235155793,417.739288,-0.25296883548851107,1,762.2568,0.4836392508918001,-0.5078968,-0.2854315,0.8146233,24.938648,"{""type"":""MultiPoint"",""coordinates"":[]}"
258,0.032531569702599315,0.19151642233481636,0.09088320524362083,0.032402231814628514,0.048640101038157336,0.035258969624115816,0.08779136272152666,0.1905668515443911,0.2286781509393579,0.2379117392637211,0.26077894249530753,0.25622521812758176,137.57027545301906,-0.13891531675330526,1,193.98096,0.41871326640304274,-0.59812105,-0.16241188,0.7691064,13.430727,"{""type"":""MultiPoint"",""coordinates"":[]}"
259,0.02318052131038119,0.14369835066258901,0.06034604246824734,0.025267134010306593,0.04705889131105105,0.023882077210732523,0.08365606350071517,0.24563922064539748,0.29673628422690385,0.30413585241366115,0.32180539876439923,0.316439887469804,37.28302764892578,-0.31716990906324344,1,1314.2478,0.5480383178376467,-0.5082387,-0.357739,0.85818714,20.001062,"{""type"":""MultiPoint"",""coordinates"":[]}"
260,0.04572981225661194,0.21666043187331951,0.10261694779184727,0.043443408373428145,0.06356296076771377,0.044286672739350046,0.10653751424954691,0.2758590838322654,0.34154298902281816,0.3399400411361113,0.3796140014558221,0.36701678061933235,106.92806019247837,-0.2000985717219319,1,268.28146,0.589388568159774,-0.5525761,-0.22693048,0.76964086,24.55246,"{""type"":""MultiPoint"",""coordinates"":[]}"
261,0.038183597613203286,0.15132038395147304,0.0679077145397634,0.03515441918161309,0.05335695062260134,0.030656383911746285,0.08512130836577578,0.23580518989987304,0.28689145823549617,0.2961123674418351,0.3136969580190116,0.3216410116224681,351.843689,-0.28022164264241145,1,963.4746,0.5395855675049651,-0.4959126,-0.31704724,0.82079804,23.363216,"{""type"":""MultiPoint"",""coordinates"":[]}"
